name,material type,seating type,speed,height,length,num inversions,manufacturer,park,status
Capitale Express,Steel,Sit Down,50,,,0,Mack,Méga Parc,status.operating
Capitol Bullet Train,Steel,Sit Down,,,570,2,Mack,Motiongate,status.operating
Captain Jacks Runaway Train,Steel,Sit Down,,,,0,SBF,Pirates Cove Fun Park,status.operating
Caribbean Splash,Steel,Water Coaster,,,,0,Mack,Formosan Aboriginal Culture Village,status.operating
Carolina Cyclone,Steel,Sit Down,66,20,640,4,Arrow,Carowinds,status.operating
Carolina Goldrusher,Hybrid,Sit Down,,,731,0,Arrow,Carowinds,status.operating
Cascabel 2.0,Steel,Sit Down,,,,1,Schwarzkopf,La Feria Chapultepec Magico,status.operating
Casey Jr. Circus Train,Steel,Sit Down,30,,,0,Vekoma,Disneyland Park,status.operating
Cat & Mouse,na,Sit Down,,,,,Pinfari,Ocean Beach Pleasure Park,status.closed.definitely
Cat-O-Pillar Coaster,na,Sit Down,,6,198,,Zierer,Paultons Park,status.operating
Catapiller,na,Sit Down,,,,,DAL,Kiddies Fun Fair,status.operating
Caterpillar,na,Sit Down,,,,,na,Billing Aquadrome,status.closed.definitely
Caterpillar,na,Sit Down,,,,,D.P.V. Rides,Brean Leisure Park,status.operating
Caterpillar,na,Sit Down,,,,,na,Flamingo Park,status.operating
Caterpillar,na,Sit Down,,,,,SBF,Hemsby Fun Park,status.operating
Caterpillar,Steel,Sit Down,,,,0,Pinfari,Karolinelund,status.operating
Caterpillar,Steel,Sit Down,,,,0,D.P.V. Rides,Lightwater Valley,status.closed.definitely
Caterpillar,na,Sit Down,,,,,na,Sherwood Fun Park,status.closed.definitely
Caterpillar,na,Sit Down,,,,,na,Southport Pleasureland,status.operating
Caterpillar Capers,Steel,Sit Down,,,,0,Pinfari,Camelot Theme Park,status.closed.definitely
Caterpillar Express,Steel,Sit Down,24,4,70,0,Zierer,Schwaben Park,status.operating
Caterpiller,Steel,Sit Down,,,,,na,Animal Farm Adventure Park,status.operating
Catwoman's Whip,Steel,Sit Down,36,8,360,0,Zierer,Six Flags New England,status.operating
Cedar Creek Mine Ride,Hybrid,Sit Down,50,15,774,0,Arrow,Cedar Point,status.operating
Chang,Steel,Stand Up,102,47,1267,5,B&M,Kentucky Kingdom,status.closed.definitely
Chattanooga Choo Choo,Steel,Sit Down,,,,0,Mack,Foire,status.operating
Cheetah,Steel,Sit Down,84,28,817,0,CCI,Wild Adventures,status.operating
Chenille,na,Sit Down,,,,,na,Crazy Park,status.operating
Chenille,Steel,Sit Down,,,,0,Soquet,Fami P.A.R.C,status.closed.definitely
Chenille,na,Sit Down,,,,,na,Flamingo Park,status.closed.definitely
Chenille,Steel,Sit Down,,,,0,Soquet,Jardin d'Acclimatation,status.closed.definitely
Chenille,Steel,Sit Down,,,,0,DAL,Magic Park Land,status.operating
Chenille,Steel,Sit Down,,,,0,Pinfari,Papea Parc,status.operating
Chenille (la),Steel,Sit Down,,5,,0,Pinfari,Koaland,status.operating
Chenille Fantastique,Steel,Sit Down,50,,,0,Soquet,Le Pal,status.closed.definitely
Chenille Fantastique,Steel,Sit Down,50,,,0,Soquet,Parc Fenestre,status.operating
Chicago Loop,Steel,Sit Down,,,,0,Larson International,Foire,status.operating
Child Coaster,Steel,Sit Down,,,,0,Ikeda Works,Misaki Park,status.operating
Children Coaster,Steel,Sit Down,32,6,200,0,Zierer,Nagashima Spa Land,status.operating
Children Coaster,na,Sit Down,20,,200,,Beijing Jiuhua,Quancheng Euro Park,status.operating
Children's Spiral Coaster,na,Sit Down,,,,,Beijing Shibaolai,Dam Sen Park,status.operating
China Dragon ,Steel,Sit Down,,,,0,Wisdom Rides,Foire,status.operating
Choco Express,Steel,Sit Down,,,,0,SBF,Rainbow's End,status.operating
Choconoy,Steel,Sit Down,36,8,360,0,Zierer,Xetulul,status.operating
Chupy Coaster,na,na,,,,0,na,Brazilian Park Washuzan Highland,status.operating
Ciclón,na,Sit Down,,,,,na,PPS Park Platja d'Aro,status.operating
Cilgin Kopekbaligi,Steel,Sit Down,,,,0,SBF,Cevahir Mall,status.operating
Circus Balancé,Steel,Sit Down,,,,0,Intamin,Efteling,status.rumored
Circus Clown,Steel,Sit Down,,,,0,Pinfari,Blackpool Pleasure Beach,status.closed.definitely
Circus Clown,Steel,Sit Down,,,,0,Pinfari,Foire,status.operating
Circus Clown,Steel,Sit Down,,,,0,Pinfari,Southport Pleasureland,status.closed.definitely
Circus Coaster,Steel,Sit Down,,,,0,SBF,Energylandia,status.operating
Circus Coaster,Steel,Sit Down,,,,0,Zamperla,Luna Park,status.operating
Cirkusexpressen,Steel,Sit Down,32,6,199,0,Zierer,Liseberg,status.closed.definitely
City Coaster,Steel,Sit Down,,11,365,1,Pinfari,Beijing Carnival,status.closed.definitely
City Jet,Steel,Sit Down,,,,0,SBF,Parc Avenue,status.closed.definitely
Cliff Hanger,Steel,Sit Down,,,,0,na,Ghost Town Village,status.unknown
Cliffhanger,Steel,Sit Down,40,12,230,0,I.E. Park,Blackgang Chine,status.operating
Clipper,Steel,Sit Down,32,10,303,0,Togo,Space World,status.closed.definitely
Clone Zone,Steel,Suspended,,,,0,Caripro,The Milky Way Adventure Park,status.operating
Clouds of Fairyland,Steel,Sit Down,105,45,150,2,Maurer,World Joyland,status.operating
Clown Coaster,Steel,Sit Down,,,,0,Pinfari,Oakwood,status.operating
Clown Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,status.operating
Coast Rider,Steel,Sit Down,,16,410,0,Mack,Knott's Berry Farm,status.operating
Coastal Ant,Steel,Sit Down,,,,0,Golden Horse,Happy Valley Shanghai,status.operating
Coaster,Wooden,Sit Down,75,20,865,0,na,Playland,status.operating
Coaster Express,Wooden,Sit Down,90,36,1394,0,RCCA,Parque Warner Madrid,status.operating
Coaster Through the Clouds,na,Sit Down,136,74,1556,,Intamin,Nanchang Wanda Park,status.operating
Coastersaurus,Steel,Sit Down,33,6,150,0,Gerstlauer,Legoland California,status.operating
Coastersaurus,Steel,Sit Down,52,12,416,0,Martin & Vleminckx,Legoland Florida,status.operating
Cobra,Steel,Sit Down,,47,150,1,Pax,Admiral Vrungel,status.operating
Cobra,Steel,Sit Down,85,42,215,1,Pax,Conny-Land,status.operating
Cobra,Steel,Sit Down,,,,0,Wisdom Rides ,Foire,status.operating
Cobra,Steel,Sit Down,,,,0,na,Foire,status.operating
Cobra,Steel,Sit Down,,,,0,na,Foire,status.operating
Cobra,Steel,Stand Up,77,26,785,1,Intamin,La Ronde,status.closed.definitely
Cobra,Steel,Sit Down,,,,0,Pinfari,Magic World,status.operating
Cobra,Steel,Sit Down,,6,,0,Wisdom Rides ,Oasis Lanes & Amusement Center ,status.operating
Cobra,Steel,Sit Down,50,17,450,0,Gerstlauer,Paultons Park,status.operating
Cobra,Steel,Sit Down,76,36,285,3,Vekoma,PowerPark,status.operating
Cobra,Steel,Sit Down,36,8,360,0,Zierer,Six Flags Discovery Kingdom,status.operating
Cobra,Steel,Inverted,65,21,400,3,Sartori,Tivoli Friheden,status.operating
Cobra,Steel,Sit Down,,47,150,1,Pax,VVC Wheel Park,status.operating
Cobra,Steel,Sit Down,76,36,285,3,Vekoma,Walibi Belgium,status.operating
Cobra des Amun Ra,na,Sit Down,,15,350,,Gerstlauer,Belantis,status.operating
Cobra's Curse,Steel,Spinning,65,21,640,0,Mack,Busch Gardens Tampa,status.operating
Cobralino,Steel,Sit Down,23,,,0,Gerstlauer,Conny-Land,status.operating
Coccinelle,Steel,Sit Down,26,3,60,0,Zierer,Walibi Belgium,status.closed.temporarily
Coccinelle,Steel,Sit Down,36,8,360,0,Zierer,Walibi Rhône Alpes,status.operating
Coco Beach,na,Sit Down,0,0,0,0,S.D.C.,Foire,status.announced
Cocoa Cruiser,Steel,Sit Down,,,,0,Zamperla,Hersheypark,status.operating
Coleoz'Arbres,Steel,Sit Down,60,,540,0,Schwarzkopf,Bagatelle,status.closed.definitely
Colorado Adventure,Steel,Sit Down,50,26,1280,0,Vekoma,Phantasialand,status.operating
Colossos,Wooden,Sit Down,110,51,1500,0,Intamin,Heide Park,status.operating
Colossu's Loop,Steel,Sit Down,,,,0,na,Nicolândia Center Park,status.operating
Colossus,Wooden,Sit Down,100,38,1318,0,International Amusement Devices,Six Flags Magic Mountain,status.retracked
Colossus,Steel,Sit Down,72,30,850,10,Intamin,Thorpe Park,status.operating
Colossus the Fire Dragon,Steel,Sit Down,89,26,869,2,Schwarzkopf,Lagoon,status.operating
Columbia Double Loop Coaster,na,Sit Down,85,32,888,2,Senyo Kogyo,Seoul Land,status.operating
Column Spin Block,na,Spinning,,,,,Golden Horse,Great Xingdong Tourist World,status.operating
Comet,Steel,Sit Down,89,29,1279,0,Philadelphia Toboggan Coaster,Crystal Beach,status.closed.definitely
Comet,Wooden,Sit Down,89,29,1279,0,Philadelphia Toboggan Coaster,Great Escape,status.operating
Comet,Steel,Sit Down,81,26,1024,0,Philadelphia Toboggan Coaster,Hersheypark,status.operating
Comet,Steel,Sit Down,,,,0,Wisdom Rides ,Planet Fun,status.closed.definitely
Comet,Steel,Sit Down,,,,0,Wisdom Rides ,Sir Gooney's Family Fun Center,status.operating
Comet,Wooden,Sit Down,40,11,396,0,Philadelphia Toboggan Coaster,Waldameer,status.operating
Comet,Steel,Sit Down,64,24,,3,Vekoma,Walygator Parc,status.operating
Comet Coaster,Steel,Sit Down,,,,0,Zamperla,Magic Galaxy,status.operating
Comet Express,Steel,Sit Down,,,,0,Intamin,Lotte World,status.operating
Compact Coaster,Steel,Sit Down,50,13,288,0,L&T Systems,Vinpearl Land Nha Trang,status.operating
Cool & Fresh,Steel,Sit Down,,,,1,SBF,Foire,status.operating
Coolie,Steel,Sit Down,26,3,,0,Pinfari,Foire,status.operating
Cop Car Chase (1),Steel,Sit Down,60,16,620,2,Intamin,Movie Park Germany,status.closed.definitely
Cop Car Chase (2),Steel,Sit Down,,,610,2,Intamin,Movie Park Germany,status.closed.definitely
Copperhead Strike,Steel,Sit Down,80,25,992,5,Mack,Carowinds,status.operating
Cork Screw,na,na,,21,366,2,Arrow,Benyland,status.operating
Corkscrew,Steel,Sit Down,64,23,732,2,Vekoma,Alton Towers,status.closed.definitely
Corkscrew,Steel,Sit Down,70,23,615,3,Arrow,Cedar Point,status.operating
Corkscrew,Steel,Sit Down,64,23,725,2,Vekoma,Flamingo Land Theme Park and Zoo,status.closed.definitely
Corkscrew,na,Sit Down,64,22,731,2,Vekoma,Genting Theme Park,status.closed.definitely
Corkscrew,Steel,Sit Down,72,21,381,2,Arrow,Michigan's Adventure,status.operating
Corkscrew,Steel,Sit Down,70,21,377,2,Arrow,Nagashima Spa Land,status.operating
Corkscrew,Steel,Sit Down,64,23,732,2,Vekoma,Playland,status.operating
Corkscrew,na,Sit Down,,,,2,Arrow,Rusutsu Resort,status.operating
Corkscrew,Steel,Sit Down,,,,0,Arrow,Salitre Magico,status.operating
Corkscrew,Steel,Sit Down,74,21,381,2,Arrow,Silverwood Theme Park,status.operating
Corkscrew,Steel,Sit Down,63,21,383,2,Arrow,Toshimaen,status.operating
Corkscrew,na,Sit Down,81,26,595,3,Arrow,Valleyfair,status.operating
Corkscrew Coaster,Steel,Sit Down,,27,,3,Arrow,Rainbow's End,status.operating
Cornball Express,Wooden,Sit Down,72,17,640,0,CCI,Indiana Beach,status.operating
Correcaminos Bip Bip,Steel,Sit Down,60,16,480,0,Mack,Parque Warner Madrid,status.operating
Corsaire,Steel,Sit Down,40,10,300,0,Soquet,Cobac Parc,status.operating
Cosmic Coaster,na,Sit Down,,,65,,Zamperla,Valleyfair,status.operating
Cosmic Coaster,Steel,Sit Down,26,3,135,0,Preston & Barbieri,Worlds of Fun,status.operating
Cosmic Typhoon,Steel,Sit Down,,11,366,0,D.P.V. Rides,The Milky Way Adventure Park,status.operating
Counter Culture Caterpillar,na,Sit Down,,,,,na,Dreamland,status.closed.definitely
Course de Bobsleigh,Steel,Sit Down,65,15,450,0,Schwarzkopf,Nigloland,status.relocated
Crazy Bats,Steel,Sit Down,50,8,1280,0,Vekoma,Phantasialand,status.operating
Crazy Bird,na,Sit Down,,30,390,2,S&S,Happy Valley Tianjin,status.operating
Crazy Car,Wooden,Sit Down,70,15,316,2,Maurer,Happy Valley Wuhan,status.operating
Crazy Caterpillar,na,Sit Down,,,,,na,Bayside Fun Park,status.operating
Crazy Caterpillar,na,Sit Down,,,,,na,Tir Prince Family Funfair,status.operating
Crazy Chase,Steel,Sit Down,,,,0,na,Southport Pleasureland,status.unknown
Crazy Clown,Steel,Sit Down,,,,0,na,Foire,status.operating
Crazy Coaster,na,Spinning,30,7,113,0,SBF,Adventure Park Geelong,status.operating
Crazy Coaster,Steel,Sit Down,47,,,0,Reverchon,Foire,status.operating
Crazy Coaster,Steel,Sit Down,,,420,0,Zamperla,Foire,status.operating
Crazy Coaster,Steel,Sit Down,,,,0,Reverchon,Foire,status.operating
Crazy Coaster,Steel,Sit Down,,,,0,na,Foire,status.operating
Crazy Coaster,Steel,Spinning,,15,,0,Fabbri,Jacquou Parc,status.operating
Crazy Coaster,Steel,Sit Down,85,33,875,10,Intamin,Loca Joy Holiday Theme Park,status.operating
Crazy Coaster,na,Spinning,,,,,Reverchon,South Pier,status.operating
Crazy Cobra,Steel,Sit Down,96,24,824,4,Premier Rides,Discoveryland,status.operating
Crazy Croc,Steel,Sit Down,,,,0,Wisdom Rides ,Loudoun Castle,status.closed.definitely
Crazy Elves,Steel,Spinning,,,,0,Zamperla,Happy Valley Shanghai,status.operating
Crazy Jars,Steel,Spinning,,,,0,Golden Horse,Hefei Wanda Theme Park,status.operating
Crazy Loop,na,Sit Down,,11,365,0,Pinfari,Brean Leisure Park,status.operating
Crazy Loop,Steel,Sit Down,,,,1,Pinfari,Flamingo Land Theme Park and Zoo,status.closed.definitely
Crazy Loop,Steel,Sit Down,,,,1,Pinfari,Pleasure Island,status.closed.definitely
Crazy Mine,Steel,Sit Down,45,15,370,0,Maurer,Hansa Park,status.operating
Crazy Mining Cart,na,Sit Down,45,,750,,Golden Horse,Lewa Adventure,status.operating
Crazy Mouse,Steel,Sit Down,,,,0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.operating
Crazy mouse,Steel,Sit Down,46,13,420,0,Reverchon,Brighton pier,status.operating
Crazy Mouse,na,Spinning,,,,,Reverchon,Coney Beach Pleasure Park,status.operating
Crazy Mouse,na,Sit Down,,,,,Zamperla,Fantasy Island New York,status.operating
Crazy Mouse,Steel,Sit Down,50,13,420,0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,status.operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,status.operating
Crazy Mouse,na,Sit Down,,,,,L&T Systems,Gulliver's Milton Keynes,status.operating
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Hirakata Park,status.operating
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Magic World,status.closed.temporarily
Crazy Mouse,na,Sit Down,47,11,316,,Zamperla,OWA,status.operating
Crazy Mouse,na,Sit Down,45,,400,,na,Seoul Land,status.operating
Crazy Mouse,na,Spinning,,,,,Reverchon,South Pier,status.closed.definitely
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Steel Pier,status.operating
Crazy Mouse,Steel,Sit Down,50,13,376,1,Togo,Tobu Zoo Park,status.closed.definitely
Crazy Mouse,Steel,Sit Down,,,,0,na,Zheshan Park,status.operating
Crazy Mouse (Degousse),Steel,Sit Down,,,,0,Reverchon,Foire,status.operating
Crazy Skateboard,na,Spinning,,14,288,,Golden Horse,Sun Park,status.operating
Crazy Skaters,na,Sit Down,,,,,Beijing Jiuhua,Shengming Universal City,status.operating
Crazy Snow Board,na,Spinning,,,,,Beijing Jiuhua,Quancheng Euro Park,status.operating
Crazy Train,Steel,Sit Down,40,902,233,0,Pinfari,Codona's Amusement Park,status.operating
Crazy Train,Steel,Sit Down,,,,0,na,Foire,status.operating
Crazy Train,na,Sit Down,,9,233,,Pinfari,Gulliver's World Warrington,status.operating
Creep Caterpillar,na,Sit Down,,,,,na,Nanchang Wanda Park,status.operating
Creepy Crawler,na,Sit Down,45,11,325,0,Pinfari,Oakwood,status.operating
Crocodile Coaster,na,Sit Down,,,,0,na,Oakwood,status.operating
Crossbow,Steel,Sit Down,64,17,384,0,Zierer,Bowcraft Playland,status.operating
Crush's Coaster,Steel,Spinning,61,16,424,0,Maurer,Walt Disney Studios,status.operating
Crystal Wings,Steel,Flying,82,32,,2,B&M,Happy Valley Beijing,status.operating
Cumbres,Steel,Sit Down,,3,,0,Miler Coaster,Parque de Atracciones de Madrid,status.closed.definitely
Cyber Space,Steel,Sit Down,,,,0,na,Foire,status.unknown
Cyber Space,Steel,Sit Down,,,,0,Barbisan,Grove Land,status.closed.definitely
Cyberspace,Steel,Spinning,,,,0,Maurer,Foire,status.closed.definitely
Cyclon,Steel,Sit Down,,,,0,Pinfari,Ilyicha Park,status.operating
Cyclon Coaster,Steel,Sit Down,,10,335,0,SBF,Didiland,status.closed.definitely
Cyclon Coaster,na,Sit Down,,,,,SBF,Farouk Land Annaba Parc,status.operating
Cyclone,Steel,Sit Down,,,,0,SBF,Barry Island Pleasure Park,status.operating
Cyclone,Steel,Sit Down,,,,0,Pinfari,Blackpool Pleasure Beach,status.closed.definitely
Cyclone,Wooden,Sit Down,,29,914,0,Harry G Traver,Crystal Beach,status.closed.definitely
Cyclone,Steel,Sit Down,46,,,0,Pinfari,Genting Theme Park,status.closed.definitely
Cyclone,Steel,Sit Down,,,,0,na,Grove Land,status.closed.definitely
Cyclone,Wooden,Sit Down,,25,855,0,na,Lakeside,status.operating
Cyclone,Wooden,Sit Down,97,26,869,0,na,Luna Park,status.operating
Cyclone,Wooden,Sit Down,72,32,1100,0,William J. Cobb,Six Flags New England,status.retracked
Cyclone,Steel,Sit Down,68,18,762,0,Charles Paige,Southport Pleasureland,status.closed.definitely
Cyclone,Steel,Sit Down,65,18,822,0,Togo,Toshimaen,status.operating
Cyclone,Steel,Sit Down,,,,0,Carl Miler,Wonderland Amusement Park,status.operating
Cyclops,Steel,Sit Down,93,21,579,0,CCI,Mt. Olympus Water & Theme Park,status.operating
Daemonen,Steel,Floorless,77,28,564,3,B&M,Tivoli Gardens,status.operating
Déjà vu,Steel,Sit Down,106,58,367,3,Vekoma,Six Flags Great America,status.closed.definitely
Déjà vu,Steel,Sit Down,106,58,367,3,Vekoma,Six Flags Magic Mountain,status.relocated
Déjà vu,Steel,Sit Down,106,58,367,3,Vekoma,Six Flags Over Georgia,status.closed.definitely
Déval'Train,Steel,Sit Down,35,9,207,0,Vekoma,Parc des Combes,status.operating
Dahlonega Mine Train,Steel,Sit Down,47,11,708,0,Arrow,Six Flags Over Georgia,status.operating
Daidarasaurus,Steel,Sit Down,73,29,2340,0,Sansei Yusoki,Expoland,status.closed.definitely
Dangai,Steel,Stand Up,80,30,800,1,Togo,Thrill Valley,status.closed.definitely
Dania Beach Hurricane,Steel,Sit Down,81,31,975,0,Coaster Works,Boomers!,status.operating
Dare Devil Dive,Steel,Sit Down,84,29,640,3,Gerstlauer,Six Flags Over Georgia,status.operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Great Adventure,status.operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Great America,status.operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Mexico,status.operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags New England,status.closed.definitely
Dark Ride,na,Sit Down,,,,,Vekoma,Dream Park,status.operating
Dark Ride,Steel,Sit Down,45,15,405,0,Vekoma,E-DA Theme Park,status.operating
Dark Ride,na,Sit Down,,15,319,,na,Mundo Aventura,status.operating
Dauling Dragon (Blue),Wooden,Sit Down,87,32,1125,0,Gravity Group,Happy Valley Wuhan,status.operating
Dauling Dragon (Red),Wooden,Sit Down,87,32,1113,,Gravity Group,Happy Valley Wuhan,status.operating
Dawson Duel (Left),na,Alpine,40,25,490,0,Wiegand,Bellewaerde,status.operating
Dawson Duel (Right),na,Alpine,40,25,490,0,Wiegand,Bellewaerde,status.operating
DC Rivals HyperCoaster,Steel,Sit Down,115,62,1400,,Mack,Warner Bros. Movie World,status.operating
Deep Space,na,Sit Down,72,16,480,2,Premier Rides,Adlabs Imagica,status.operating
Delfinexpressen,Steel,Sit Down,46,13,335,0,Vekoma,Kolmården,status.operating
Demon,Steel,Sit Down,81,31,649,4,Arrow,California's Great America ,status.operating
Demon,Steel,Sit Down,,,,1,Arrow,Kings Island,status.closed.definitely
Demon,Steel,Sit Down,81,31,649,4,Arrow,Six Flags Great America,status.operating
Demon,Steel,Sit Down,76,36,285,3,Vekoma,Wonderland Sydney,status.closed.definitely
Der Schwur des Kärnan,Steel,Sit Down,127,73,1235,1,Gerstlauer,Hansa Park,status.operating
Der Zug des Manitu,Steel,Sit Down,,,,0,CAM Baby Kart,Wiener Prater,status.operating
Desafío,Steel,Inverted,80,33,689,5,Vekoma,Parque de la Costa,status.operating
Desert Race,Steel,Sit Down,100,19,650,0,Intamin,Heide Park,status.operating
Desert Twister,na,Suspended,,,453,,Vekoma,Vinpearl Land Hội An,status.operating
Desmo Race (Left),Steel,Sit Down,60,22,525,0,Maurer,Mirabilandia,status.operating
Desmo Race (Right),Steel,Sit Down,60,22,525,0,Maurer,Mirabilandia,status.operating
Desperado,Steel,Sit Down,129,64,1781,0,Arrow,Buffalo Bill's Resort & Casino,status.operating
Devil's Den,Wooden,na,,,,0,na,Conneaut Lake Park,status.operating
Devil's Mine,Steel,Sit Down,,20,410,0,Vekoma,Fort Fun Abenteuerland,status.operating
Devin Kileri,na,Sit Down,65,22,535,0,Zierer,Wonderland Eurasia,status.operating
Diabolik,Steel,Inverted,80,40,310,3,Vekoma,Movieland Park,status.operating
Diamond Back,Steel,Sit Down,72,17,194,1,Arrow,Frontier City,status.operating
Diamond Mine Run,Steel,Sit Down,,,,0,Miler Coaster,Magic Springs & Crystal Falls,status.operating
Diamond Python,na,Sit Down,38,12,335,0,Pinfari,Merimbula's Magic Mountain,status.operating
Diamondback,Steel,Sit Down,129,70,1610,0,B&M,Kings Island,status.operating
